bssid,ssid,lat,lon,obs_count,last_seen,sqlite_filename
8C:76:3F:D6:69:C3,KD8DYC2,42.984130877391316,-83.75084489315779,1,2025-01-28 23:52:57+00,j24.sqlite
BC:82:5D:2A:A3:12,WiFi Hotspot 4299,43.0234372,-83.69680773617954,1,2025-01-26 23:03:12+00,j24.sqlite
8E:2A:A8:87:51:C2,waynemetro,43.01145718548702,-83.68668725587641,1,2024-03-24 23:00:19+00,s22.sqlite
C4:49:BB:88:78:7E,SMOKEY WIFI,43.02350332814106,-83.69679499999997,1,2024-04-26 19:33:10+00,s22.sqlite
8E:2A:A8:87:56:E6,waynemetro,43.01095197443898,-83.68609396182059,1,2024-03-24 23:00:09+00,s22.sqlite
8E:2F:AE:D7:2B:3F,.,43.02343969216693,-83.69686328304046,1,2024-05-26 11:22:40+00,s22.sqlite
4C:22:F3:6F:BD:82,Verizon_6NLK9R,42.9582583945954,-83.77149872434076,1,2025-01-28 23:38:36+00,j24.sqlite
8E:53:E6:05:6F:24,myGMC 6F24,43.0234045694485,-83.69680652324813,1,2025-01-26 16:20:51+00,j24.sqlite
8E:53:E6:25:32:11,myCadillac 3211,43.02353166666667,-83.69678166666667,1,2024-06-01 18:34:21+00,s22.sqlite
8E:53:E6:31:AF:7A,myChevrolet af7a,42.99176320157526,-83.71055862489216,1,2024-03-24 20:15:52+00,s22.sqlite
02:CB:7A:C8:6A:15,Webroketoo,43.03555276268179,-83.69220597564781,1,2024-10-10 22:07:42+00,j24.sqlite
8E:53:E6:39:CB:A4,myGMC CBA4,43.02337694333809,-83.69679344281975,1,2025-01-30 05:12:23+00,j24.sqlite
C4:49:BB:96:E2:06,Kayla terrain,43.02343249962056,-83.69681195680165,1,2024-10-08 15:24:23+00,j24.sqlite
C4:49:BB:A1:8A:02,WiFi Hotspot 7192,43.02351999999999,-83.69670333333333,1,2024-06-01 14:47:39+00,s22.sqlite
8E:83:C2:BD:9A:F3,IINN_Secure,42.98420601722122,-83.67490847808197,1,2024-03-24 22:56:19+00,s22.sqlite
8E:F4:28:1D:C8:5E,ZG65H,43.02352000004524,-83.69672500000237,1,2024-04-26 15:54:25+00,s22.sqlite
90:48:6C:02:FA:4E,Ring Setup 4e,42.38477407561481,-83.0270874316827,1,2024-05-23 14:48:49+00,s22.sqlite
90:9D:7D:EB:B2:98,Grannymel@,43.027584888347675,-83.69376512558705,1,2024-10-10 20:37:58+00,j24.sqlite
BC:82:5D:24:45:3C,mikeswifi,43.02348056311778,-83.69673995623546,1,2024-11-21 18:26:19+00,j24.sqlite
90:CD:1F:D3:15:CD,T-Mobile Broadband00,43.03586680228874,-83.69217978038785,1,2024-10-10 21:47:15+00,j24.sqlite
C4:49:BB:A3:3A:D6,WiFi Hotspot 4973,43.02341332937487,-83.69684000000001,1,2025-08-12 14:49:11+00,g63.sqlite
90:E9:5E:CB:DE:C3,RCCB-MOBILE,43.011276135173226,-83.66307916503013,1,2024-04-27 22:55:40+00,s22.sqlite
92:5E:51:64:63:C6,Gmc_8278,43.02348833333334,-83.69668000000001,1,2024-06-01 21:10:08+00,s22.sqlite
94:04:E3:1E:B0:2C,CBCI-AA39-2.4,42.98346515872584,-83.75163172103282,1,2025-01-28 23:52:54+00,j24.sqlite
4C:23:1A:B4:2B:54,KR-Universal,42.9737736436423,-83.68605843847142,1,2024-03-24 22:38:30+00,s22.sqlite
94:04:E3:29:04:90,CBCI-00A9- 2.4,42.94348840412739,-83.77122190475419,1,2025-01-28 23:37:13+00,j24.sqlite
BC:64:4B:AD:CF:EF,OverHereEthel,42.9658300397915,-83.67166423916619,1,2024-03-24 22:54:11+00,s22.sqlite
BC:42:8C:33:41:F7,MB Hotspot 68698 2.4 GHz,43.02344167785718,-83.69688332343371,1,2024-04-20 15:14:30+00,s22.sqlite
4C:23:1A:B4:2B:55,LjLr511,42.9737736436423,-83.68605843847142,1,2024-03-24 22:38:30+00,s22.sqlite
94:49:B0:A4:AE:8A,Android123,43.02364284874486,-83.69682333996028,1,2024-04-29 19:04:06+00,s22.sqlite
BC:2E:48:0F:EE:60,HOME-6D85,43.024457044377385,-83.6939355191127,1,2024-05-26 22:25:44+00,s22.sqlite
C4:49:BB:AD:31:3A,WiFi Hotspot 0582,42.9829842255088,-83.732698454319,1,2024-03-31 21:40:16+00,s22.sqlite
94:98:8F:17:33:46,Eladio,43.00284555047162,-83.69437873436806,1,2024-03-31 21:42:29+00,s22.sqlite
94:A3:CA:05:51:73,MetroPCS Broadband_58,43.02274639922135,-83.696858287954,1,2024-10-07 21:23:47+00,j24.sqlite
94:A3:CA:0C:CF:53,moxee broadband79,43.02351167091099,-83.6968100011749,1,2024-04-25 22:52:20+00,s22.sqlite
94:A3:CA:0E:98:A0,MetroPCS Broadband_15,43.023422694902635,-83.69683346906965,1,2024-10-08 20:33:34+00,j24.sqlite
96:04:E3:29:CE:19,XHS-E328CE14,42.97487343336459,-83.77179379903004,1,2025-01-28 23:40:27+00,j24.sqlite
C4:49:BB:B1:5D:BE,Brown Wifi,43.02348166938549,-83.69683999423066,1,2024-04-28 18:50:27+00,s22.sqlite
96:04:E3:96:88:51,Leitelt,42.98089652039774,-83.71226249444581,1,2024-03-24 22:32:38+00,s22.sqlite
96:6B:F7:AE:F7:40,CHEVROLET6485,42.97992549848744,-83.76182280701813,1,2025-01-28 23:52:07+00,j24.sqlite
96:83:C2:9A:68:6F,FPCF Guest,43.01316472030877,-83.69027242508223,1,2024-04-24 17:54:22+00,s22.sqlite
BA:9F:09:8E:B4:96,myChevrolet,43.0234286763148,-83.6968017218653,1,2024-10-08 20:19:24+00,j24.sqlite
98:26:AD:4E:2B:2B,T-Mobile Broadband80,43.02342986896189,-83.69682294387222,1,2025-01-26 21:55:10+00,j24.sqlite
98:52:4A:0C:9B:F2,Anace63,43.0267852270051,-83.69486656953896,1,2024-10-10 20:36:23+00,j24.sqlite
C4:49:BB:B1:D8:E2,Saiko WiFi,43.02344897756593,-83.69679132267284,1,2025-01-26 20:09:24+00,j24.sqlite
4C:23:1A:B4:2B:57,LjLr11,42.9737736436423,-83.68605843847142,1,2024-03-24 22:38:30+00,s22.sqlite
9A:49:14:04:4C:CC,myChevrolet,43.02338249777032,-83.69680909809746,1,2025-01-25 16:44:58+00,j24.sqlite
9A:49:14:15:9E:A8,myChevrolet,43.02350333333334,-83.69680500000001,1,2024-06-03 22:51:54+00,s22.sqlite
9A:49:14:4F:32:3E,myChevrolet 323e,43.01443419067122,-83.68417859637215,1,2024-03-25 18:11:42+00,s22.sqlite
9A:49:14:58:04:A2,Tanishas Caddy,43.02348332985097,-83.6968316476264,1,2024-05-26 12:30:24+00,s22.sqlite
9A:49:14:72:51:51,Tahoe,43.02344127709619,-83.69695362015108,1,2024-10-06 17:12:57+00,j24.sqlite
02:92:A5:33:9E:EB,myBuick6133,43.02342166666667,-83.69677666666666,1,2024-05-29 21:55:49+00,s22.sqlite
9A:49:14:9A:48:C4,myChevrolet,43.02343000000183,-83.69690999998187,1,2024-03-20 15:03:46+00,s22.sqlite
9A:49:14:A6:EE:07,Alex0612,43.02340707516561,-83.69679865648112,1,2025-01-28 02:47:20+00,j24.sqlite
C4:49:BB:C8:2E:99,Gibson Cruze,43.02348314873657,-83.69680345858008,1,2024-03-26 20:17:55+00,s22.sqlite
9A:9D:5D:88:4C:D4,Somebikerhome 2.4,42.9474967973687,-83.77120085623302,1,2025-01-28 23:37:39+00,j24.sqlite
02:54:AF:ED:FE:FB,HotspotFEFB,43.02366666666667,-83.69665000000002,1,2024-05-31 17:05:11+00,s22.sqlite
9C:34:26:20:0D:98,Circus,43.02137080919371,-83.69689033434035,1,2024-04-04 21:57:18+00,s22.sqlite
BA:9F:09:83:60:24,Michelle,43.02341933674569,-83.69682738920869,1,2024-10-06 22:53:23+00,j24.sqlite
9C:34:26:53:32:E0,Jarvis#1,42.96556845853052,-83.67204622494044,1,2024-03-24 22:51:26+00,s22.sqlite
9C:34:26:7E:2E:BE,McBroom,43.01577229997554,-83.68531088416178,1,2024-03-25 18:14:14+00,s22.sqlite
9C:3D:CF:56:16:BA,NETGEAR46,43.02481983997089,-83.6981370511602,1,2024-04-28 17:36:01+00,s22.sqlite
9C:4F:5F:33:72:2A,SpaghettiHome,43.02073112094583,-83.69683336377105,1,2024-10-07 21:53:52+00,j24.sqlite
C4:49:BB:77:3E:BF,WiFi Hotspot 8713,43.02381525314199,-83.69305948541566,1,2024-10-10 22:30:09+00,j24.sqlite
C4:49:BB:D8:69:D2,Silverado,43.02343235791889,-83.6968119000703,1,2024-10-08 15:29:29+00,j24.sqlite
9C:C9:EB:FF:8C:9B,NETGEAR60,43.028419573656315,-83.69345947845923,1,2024-10-10 22:14:37+00,j24.sqlite
BA:9F:09:71:29:B3,myCadillac,43.02339000023151,-83.69687332902916,1,2024-03-30 04:18:54+00,s22.sqlite
9E:E2:E5:39:C9:B7,iPhone,43.0234386996303,-83.69683859407684,1,2025-01-26 19:59:09+00,j24.sqlite
A0:40:A0:94:B8:C4,NETGEAR16,42.9741822854068,-83.77180040943671,1,2025-01-28 23:40:21+00,j24.sqlite
BA:9F:09:65:82:CC,DIRECT-Ng-myChevrolet,42.98133416951013,-83.75651389446683,1,2024-04-13 20:35:32+00,s22.sqlite
04:62:73:26:00:E5,snexternal,42.97655800022601,-83.77005123968301,1,2025-01-28 23:41:20+00,j24.sqlite
04:A1:51:D3:32:30,NETGEAR20,42.955070565157314,-83.77150455697738,1,2025-01-28 23:38:18+00,j24.sqlite
76:95:EC:E9:A2:FC,myGMC,43.02345660729384,-83.6968449932806,1,2024-04-26 02:00:52+00,s22.sqlite
02:92:A5:03:43:3F,myBuick0341,43.02347082068911,-83.69678717017626,1,2024-03-27 23:25:23+00,s22.sqlite
A2:0E:56:96:CE:3C,Minajay,43.02359,-83.69664499999999,1,2024-05-31 16:30:50+00,s22.sqlite
BA:9F:09:48:C6:C0,myChevrolet,43.02362244431133,-83.6967889956937,1,2024-04-29 22:00:01+00,s22.sqlite
A2:46:9D:2A:1C:06,Hercules,42.97890686280586,-83.7639884593768,1,2025-01-28 23:45:35+00,j24.sqlite
BA:9F:09:46:F6:0D,myChevrolet,42.984020255099054,-83.75127677111028,1,2024-03-24 22:22:45+00,s22.sqlite
A2:9D:BB:3F:E8:74,Bucnation ,43.023212198394845,-83.69572578365572,1,2024-03-25 18:37:02+00,s22.sqlite
A4:11:62:35:57:8D,c8e68cb46fde3e8bd9c94e056be5161d,42.96841485566984,-83.67227942766911,1,2024-03-24 22:49:43+00,s22.sqlite
76:A7:41:B7:57:D6,Holy Redeemer - Guest,42.973843501219314,-83.68330527411503,1,2024-03-24 22:41:15+00,s22.sqlite
BA:9F:09:14:6F:93,DIRECT-vb-myChevrolet,42.98398201562229,-83.74835166074581,1,2024-04-27 22:30:07+00,s22.sqlite
A4:43:8C:60:0C:D0,ATT212,43.02233666666666,-83.69409833333333,1,2024-05-27 17:45:06+00,s22.sqlite
06:18:D6:9B:C0:61,Land Bank Guest,43.01510959602808,-83.69169357001573,1,2024-04-24 17:50:13+00,s22.sqlite
BA:9F:09:14:47:1B,DIRECT-2Y-517ofelia,43.02347666666666,-83.69674666666667,1,2024-05-31 18:32:12+00,s22.sqlite
2A:03:EB:E3:5C:DB,Equinox,43.0234948543612,-83.6967895167301,1,2024-04-09 18:49:01+00,s22.sqlite
82:6C:21:1A:98:C3,David's A42,43.023496666666674,-83.69682499999999,1,2024-06-03 22:42:07+00,s22.sqlite
A4:D7:95:0B:A4:FC,T-Mobile Hotspot_0999_2.4GHz,43.02341500000001,-83.69680500000001,1,2024-05-29 16:53:04+00,s22.sqlite
C4:49:BB:EE:5F:1A,Rawls equinox,43.02343343425525,-83.69679697506454,1,2024-04-10 18:15:01+00,s22.sqlite
C4:49:BB:EF:50:20,WiFi Hotspot 6795,43.023485,-83.69681999999999,1,2025-08-02 01:25:28+00,g63.sqlite
A6:17:C8:10:E8:CA,FDA Training,42.98489494556443,-83.74953956267245,1,2024-04-27 20:20:30+00,s22.sqlite
A6:4D:CD:96:26:93,SETUP,43.015845661011205,-83.69058391361372,1,2024-11-10 00:37:43+00,j24.sqlite
C4:49:BB:F2:AF:B2,Mabel2018,43.02392969977803,-83.69224100836963,1,2024-05-26 22:35:27+00,s22.sqlite
A6:97:B1:05:85:A1,DIRECT-a1-HP M102 LaserJet,43.01684955248485,-83.68972893857861,1,2024-04-27 23:01:42+00,s22.sqlite
88:71:B1:96:C2:E0,ARRIS-0BAD,42.9438199805639,-83.74538003067447,1,2025-01-28 23:35:13+00,j24.sqlite
BA:9F:09:10:64:FD,Tanababy,43.023436662823,-83.69678093123325,1,2024-04-20 04:26:04+00,s22.sqlite
A8:40:0B:15:18:53,Hotspot82Zs,42.98546481918415,-83.74787117721218,1,2024-03-31 19:20:07+00,s22.sqlite
A8:40:0B:15:54:E2,HotspotaNRh,42.99158833155646,-83.71151701975421,1,2024-04-13 22:11:53+00,s22.sqlite
BA:5E:71:FD:61:D9,babyjax,42.9811002227632,-83.70601860521973,1,2024-03-24 22:33:30+00,s22.sqlite
A8:70:5D:9C:B5:CF,Bojangles,43.01046891590558,-83.67008665622208,1,2024-04-27 22:55:21+00,s22.sqlite
C4:49:BB:F5:30:19,whitney,43.02343497731998,-83.69683488910832,1,2025-01-25 17:21:58+00,j24.sqlite
C4:49:BB:F6:F8:BC,waltontruck,43.02347350536863,-83.69677810604907,1,2024-04-28 10:44:51+00,s22.sqlite
C4:49:BB:F7:54:0A,WiFi Hotspot 5372,43.02351,-83.69677333333333,1,2024-05-27 23:00:17+00,s22.sqlite
A8:A2:37:C7:27:AF,Verizon_GX4SQ3,42.94395766436755,-83.73423805084254,1,2025-01-28 23:34:29+00,j24.sqlite
BA:46:9D:2B:E3:27,untold,42.96505585976843,-83.77156917651357,1,2025-01-28 23:39:17+00,j24.sqlite
BA:46:9D:2A:1B:83,HFT Wi-Fi,42.97890686280586,-83.7639884593768,1,2025-01-28 23:45:35+00,j24.sqlite
BA:2B:89:3C:AD:BD,iPhone,43.02344808752083,-83.69685495633374,1,2025-06-21 00:31:10+00,g63.sqlite
AA:C8:D3:41:DE:C2,iPhone,43.02361166537857,-83.69679499752456,1,2024-04-07 18:16:01+00,s22.sqlite
C4:49:BB:F8:FA:08,WiFi Hotspot 3541,43.02333125100558,-83.6946994726031,1,2024-04-10 15:08:33+00,s22.sqlite
06:30:44:25:A8:87,AMRED-RAPIDPASS,43.00672055784208,-83.68623227639652,1,2024-04-13 22:13:37+00,s22.sqlite
2A:03:EB:E6:69:6F,myChevrolet9947,43.02347499999999,-83.6967833294849,1,2024-04-27 11:39:12+00,s22.sqlite
AC:17:C8:10:E8:DD,Famous Guest WiFi,42.98437366223831,-83.75040603806727,1,2024-03-31 21:37:59+00,s22.sqlite
02:26:F6:32:39:2E,HP4C0ACB,42.979248413601816,-83.76304393387521,1,2025-01-28 23:45:41+00,j24.sqlite
AC:67:06:36:E4:78,Knights Inn,42.990722337033205,-83.74248700921184,1,2024-04-27 22:50:54+00,s22.sqlite
C4:49:BB:64:53:40,thetruck,43.023412991791,-83.69680394406167,1,2024-10-06 17:45:27+00,j24.sqlite
06:58:BF:9F:A5:9C,moto g play - 2023_6318,43.023474023419276,-83.69677615230907,1,2024-10-08 19:43:56+00,j24.sqlite
C4:49:BB:50:DA:1A,renaewashington17,43.02342007219391,-83.6968781232653,1,2024-05-26 11:11:32+00,s22.sqlite
00:25:CA:8E:48:CD,Motive AABL36MD151915,43.02386833333333,-83.691945,1,2024-05-30 21:04:51+00,s22.sqlite
B6:EC:02:33:2F:64,Greg,42.97404503438401,-83.69278716232849,1,2024-03-24 22:35:57+00,s22.sqlite
AC:91:9B:49:8F:B0,ATT86WPCi5,42.98126261498093,-83.69998791125343,1,2024-03-24 22:33:57+00,s22.sqlite
06:5F:32:02:7E:C2,iPhone,43.02351167091099,-83.6968100011749,1,2024-04-25 22:52:20+00,s22.sqlite
C4:49:BB:37:51:D2,lfluker01,42.98139896867576,-83.75894759203872,1,2024-03-31 19:21:54+00,s22.sqlite
12:E8:A7:7F:9E:D7,myGMC 9ED7,43.02346333227477,-83.69682166771108,1,2024-04-26 16:46:00+00,s22.sqlite
40:D5:21:09:0A:80,myGMC4392,43.023465469524865,-83.6968222270324,1,2025-08-12 11:12:47+00,g63.sqlite
AC:B6:87:A8:F9:35,Verizon_4D7VCT,42.945969388520496,-83.72905581200773,1,2025-01-28 23:31:55+00,j24.sqlite
B6:D9:50:0E:2B:2B,Infected2,43.02339871631816,-83.69678841056069,1,2025-01-26 22:35:50+00,j24.sqlite
B4:BC:7C:43:A5:37,RYnmCl43Aa0PfKx,43.00813763368858,-83.68473235284878,1,2024-04-27 22:54:38+00,s22.sqlite
AC:DF:9F:30:99:0E,TMOBILE-990C,43.02635207032229,-83.69472270125982,1,2024-04-28 18:12:30+00,s22.sqlite
50:C7:BF:2F:F7:28,309 W 3RD,43.01375626360379,-83.69079320496994,1,2024-04-24 17:53:23+00,s22.sqlite
B2:DB:76:6A:FD:92,Logan’s GM iPhone,43.023483129390975,-83.69682334223154,1,2024-10-08 17:28:31+00,j24.sqlite
78:61:7C:0C:ED:C2,bethanysequinox,42.98207884494642,-83.75635419757003,1,2024-04-27 20:21:16+00,s22.sqlite
AC:DF:9F:58:E6:4A,kotasmama,42.98985752646653,-83.67628669265301,1,2024-03-24 22:57:01+00,s22.sqlite
AC:DF:9F:68:A3:F2,UCCDC,42.94369095315383,-83.74919882255887,1,2025-01-28 23:35:28+00,j24.sqlite
C8:9E:43:8C:2C:71,IPC_AC,42.38252042723873,-83.03111017658428,1,2024-05-23 14:49:06+00,s22.sqlite
06:A0:6E:5D:68:A1,Kat,42.97882927696012,-83.69299271047572,1,2024-03-24 22:34:58+00,s22.sqlite
B2:00:73:E7:EB:1F,My Encore,42.981355770024656,-83.67424415472824,1,2024-03-24 22:55:59+00,s22.sqlite
AC:F1:08:CB:59:B3,AT_204_D30_59b3,42.98108992941064,-83.70649870407895,1,2024-03-24 22:33:28+00,s22.sqlite
AE:1B:25:D0:93:AE,iPhone,43.023446801859706,-83.69679184092428,1,2024-03-28 19:04:22+00,s22.sqlite
82:CB:20:3F:A3:18,Galaxy A03s 2218,43.02355332911394,-83.69676832911394,1,2024-04-26 20:15:35+00,s22.sqlite
AE:7C:DB:4D:58:3E,NoRootBeer!,43.02098436584776,-83.69678265798838,1,2024-03-29 21:19:58+00,s22.sqlite
B0:39:56:80:8E:05,NETGEAR83,42.964639795847404,-83.77157173587423,1,2025-01-28 23:39:13+00,j24.sqlite
B0:39:56:B2:2F:57,DOUCHE_2GEXT,42.976889500014,-83.69285976719561,1,2024-03-24 22:35:11+00,s22.sqlite
B2:00:73:D3:8E:9F,Freeman Acadia,42.981832321321775,-83.75696347847195,1,2024-04-27 20:21:20+00,s22.sqlite
C8:BE:19:6C:E0:64,wsc1,42.97430897824567,-83.6792643680129,1,2024-03-24 22:43:27+00,s22.sqlite
C4:49:BB:0D:E3:5A,WiFi Hotspot 0537,42.98616998532835,-83.74676252746438,1,2024-04-27 20:20:16+00,s22.sqlite
12:E8:A7:62:94:7E,myChevrolet 947E,43.023445582417295,-83.6968006227592,1,2025-01-26 19:11:59+00,j24.sqlite
B2:00:73:D0:C6:4D,DenisesTruck,43.023418202946594,-83.69680873004124,1,2024-10-08 19:31:29+00,j24.sqlite
B0:FC:88:DF:58:66,home0017,42.97571500981621,-83.67295173526544,1,2024-03-24 22:55:21+00,s22.sqlite
12:E8:A7:5B:C9:9F,Carla C,42.980762565699344,-83.75889459614653,1,2024-04-13 21:44:03+00,s22.sqlite
B2:00:73:2A:16:86,myGMC,43.02345382441344,-83.69682848898131,1,2025-01-26 21:05:31+00,j24.sqlite
B2:00:73:64:B6:4C,Henryjames,43.02351,-83.69675166666666,1,2024-05-30 21:19:13+00,s22.sqlite
B2:00:73:64:BF:C4,stevencandice,42.97342750671505,-83.69285394605767,1,2024-03-24 22:36:13+00,s22.sqlite
B2:00:73:65:A6:07,nsimone,43.0234316467761,-83.69679573975101,1,2025-01-25 17:33:47+00,j24.sqlite
B2:00:73:70:05:AF,Roc Steady,42.98073851077037,-83.75925857975818,1,2024-04-27 21:53:22+00,s22.sqlite
CC:F3:C8:12:E1:84,MSUcomcast,43.01510959602808,-83.69169357001573,1,2024-04-24 17:50:13+00,s22.sqlite
CC:F3:C8:99:A7:28,GBBurton-2.4,42.96951571699484,-83.67211858446589,1,2024-03-24 22:54:39+00,s22.sqlite
B2:00:73:A2:7D:60,myBuick,43.0234202646004,-83.69687973865936,1,2024-05-26 11:10:38+00,s22.sqlite
B2:00:73:C6:04:4A,craine12,43.02342166666667,-83.69681,1,2024-05-27 23:46:45+00,s22.sqlite
2A:03:EB:EF:2A:4D,myGMC5452,42.98883512278138,-83.74091489822287,1,2024-04-13 22:08:53+00,s22.sqlite
2A:03:EB:F4:DF:0D,myChevrolet1309,43.02347751308706,-83.69689759555361,1,2024-04-10 17:53:44+00,s22.sqlite
B2:00:73:FB:3F:CB,myChevrolet,43.02346890565009,-83.69681350868451,1,2025-08-02 01:01:22+00,g63.sqlite
B2:00:73:FE:67:B5,joshua j,43.02338119723947,-83.69683790853222,1,2025-01-25 15:35:34+00,j24.sqlite
06:C4:61:49:6C:FE,DIRECT-PN-Car_832c,43.01418465192163,-83.68929741339984,1,2024-04-13 22:17:18+00,s22.sqlite
B2:17:C8:10:E8:DD,FD Mobile,42.98489494556443,-83.74953956267245,1,2024-04-27 20:20:30+00,s22.sqlite
CE:22:26:3B:B0:EA,robinette,43.02346170510418,-83.69683603243239,1,2025-01-25 16:11:59+00,j24.sqlite
B4:62:2E:44:87:E9,Moxee Tether05_2.4G,43.023446669725054,-83.69683166972506,1,2025-08-12 12:29:55+00,g63.sqlite
40:ED:00:70:13:40,Plant24,42.38288936967861,-83.03072412819758,1,2024-05-23 14:49:04+00,s22.sqlite
CE:22:26:3C:47:52,myChevrolet,43.02343667084608,-83.69680832915391,1,2024-04-08 03:14:52+00,s22.sqlite
B6:01:BD:DB:15:4F,CHEVROLET4337,43.03582541438305,-83.6921460992524,1,2024-10-10 21:18:55+00,j24.sqlite
B6:19:C9:56:36:EF,Adams Phone,43.02360918652009,-83.69677079257508,1,2024-04-29 19:12:49+00,s22.sqlite
CE:22:26:66:CA:D2,myChevrolet ,43.02350333333334,-83.69679833333333,1,2024-06-03 22:57:13+00,s22.sqlite
B6:7F:2C:14:D5:60,ʙɪɢ ᴀʀɪᴇ ♥︎ ♡,43.023442537945584,-83.696838233415,1,2025-01-27 01:14:14+00,j24.sqlite
B6:EC:02:32:44:0A,Vicki,42.9741822854068,-83.77180040943671,1,2025-01-28 23:40:21+00,j24.sqlite
B6:EC:02:32:D3:08,myChevrolet,43.02347646578885,-83.69690512148651,1,2024-04-10 17:51:17+00,s22.sqlite
B2:00:73:9C:84:D7,Coco1965,43.02345135805172,-83.69680961173704,1,2024-10-08 15:40:15+00,j24.sqlite
12:E8:A7:4C:85:ED,myGMC 85ed,42.98394949495744,-83.74873503855736,1,2024-04-27 22:22:09+00,s22.sqlite
B2:00:73:9A:DE:D2,02EHINST37,43.02345216008374,-83.69680086664555,1,2025-01-25 17:56:24+00,j24.sqlite
B8:9F:09:EF:6D:FA,hum68189,42.9879733624144,-83.67582837360496,1,2024-03-24 22:56:47+00,s22.sqlite
B2:00:73:97:21:44,myChevrolet,43.023518236613846,-83.69680648042846,1,2025-01-28 02:37:28+00,j24.sqlite
BA:03:83:E3:FA:BF,iPhone,43.023561666666666,-83.69671833333332,1,2024-05-31 18:33:37+00,s22.sqlite
BA:5E:71:2B:9C:36,Marta,42.94356568419704,-83.76857404848106,1,2025-01-28 23:36:50+00,j24.sqlite
12:E8:A7:41:65:F9,Audi_MMI_3269,43.02350333333334,-83.69679833333333,1,2024-06-03 22:58:02+00,s22.sqlite
CE:22:26:76:44:70,DKrestel,43.02341833397048,-83.69681666634847,1,2024-04-29 14:37:06+00,s22.sqlite
12:E8:A7:38:32:28,myChevrolet 3228,42.99024019894263,-83.73737326349968,1,2024-03-24 22:24:37+00,s22.sqlite
B2:00:73:7B:0B:36,myChevrolet,42.984130877391316,-83.75084489315779,1,2025-01-28 23:52:57+00,j24.sqlite
BA:9F:09:14:88:91,myChevrolet,43.02344666887381,-83.69685333112619,1,2024-04-05 18:31:47+00,s22.sqlite
BA:9F:09:1B:4E:93,DIRECT-V0-lcrain,43.02347465503673,-83.69677594424618,1,2024-10-08 19:38:11+00,j24.sqlite
BA:9F:09:1D:44:8F,myGMC,43.02355166666666,-83.696725,1,2024-05-31 18:36:14+00,s22.sqlite
08:AA:55:5E:CE:5C,moto e,43.02356666666666,-83.69678833333334,1,2024-06-01 20:39:25+00,s22.sqlite
BA:9F:09:5A:58:00,Cardinal Traverse,42.999385592350734,-83.70306826523752,1,2024-03-31 19:16:32+00,s22.sqlite
CE:22:26:77:02:64,myChevrolet2397,43.02355166666666,-83.696745,1,2024-06-01 16:13:06+00,s22.sqlite
BA:9F:09:61:F3:39,DIRECT-Qd-WiFi Hotspot,43.023401666666665,-83.69615666666665,1,2024-05-29 18:00:25+00,s22.sqlite
CE:22:26:7C:7D:10,myChevrolet9738,43.02346499942937,-83.69684167804553,1,2024-04-20 15:03:18+00,s22.sqlite
BA:9F:09:89:8C:62,essenbergb,43.0235818186255,-83.6969501942016,1,2024-03-20 00:05:20+00,s22.sqlite
08:B4:B1:A5:C1:58,Lauren,43.02162588061067,-83.69699045950185,1,2024-03-29 22:00:26+00,s22.sqlite
2A:0F:EB:AC:58:86,Ki  Ki,43.02372504102496,-83.6930945265233,1,2024-04-05 15:43:10+00,s22.sqlite
BA:A5:35:6B:82:35,Carpetland,42.979735638244655,-83.76214796991006,1,2025-01-28 23:52:02+00,j24.sqlite
B2:00:73:71:73:1F,myChevrolet,43.023581666666665,-83.696755,1,2024-05-31 18:40:13+00,s22.sqlite
12:E8:A7:33:8A:75,livingthedream1990,43.02356666666666,-83.69676333333334,1,2024-05-31 18:52:05+00,s22.sqlite
CE:22:26:7F:35:8E,ChevroletWifi,43.02342500156812,-83.6967883279868,1,2024-04-26 00:04:33+00,s22.sqlite
BC:82:5D:2A:1A:78,gr109car,42.9857673,-83.7484579,1,2024-11-10 00:27:29+00,j24.sqlite
CE:22:26:7F:4D:88,Shamrock,42.98872288339862,-83.74076657275232,1,2024-04-13 20:21:35+00,s22.sqlite
CE:22:26:96:86:58,myChevrolet0729,43.02355333333333,-83.69680166666667,1,2024-05-31 14:04:04+00,s22.sqlite
BC:82:5D:31:9C:B0,Cronk Wifi,43.02346734735879,-83.69680869356822,1,2025-01-25 18:32:02+00,j24.sqlite
BC:82:5D:3D:5B:F2,WiFi Hotspot 2560,43.02383346279005,-83.69322408763583,1,2024-10-10 22:27:00+00,j24.sqlite
BC:82:5D:3E:3F:F2,thksparky,43.02342666935045,-83.69685666935045,1,2024-03-20 00:31:27+00,s22.sqlite
BC:82:5D:40:1F:3C,WiFi Hotspot 4815,43.02348017694663,-83.69681711995683,1,2024-04-10 17:38:00+00,s22.sqlite
BC:82:5D:4F:ED:32,Mika Chevy,43.02367832923219,-83.6966683292322,1,2024-04-26 22:07:00+00,s22.sqlite
BC:82:5D:50:82:C8,My Buick,43.0236,-83.69660666666665,1,2024-05-31 17:39:11+00,s22.sqlite
BC:82:5D:51:73:2E,jkchwc,43.02349217254223,-83.69681761479134,1,2024-05-26 20:10:08+00,s22.sqlite
BC:82:5D:54:AB:5A,GMC1500,43.023419728400484,-83.69681647854063,1,2025-01-26 20:35:17+00,j24.sqlite
CE:22:26:96:9D:44,myChevrolet9489,43.01100841537213,-83.68619766715891,1,2024-04-13 22:15:47+00,s22.sqlite
